,"Momentum(AAPL,20d)","MeanReversion(AAPL,20d,z>1.0)","SMACross(AAPL,20/50)","RSI(AAPL,14d,buy<30)","BollingerBreakout(AAPL,20d,k=2.0)",BuyHold(AAPL),EqualWeight(SMA20>50),"InverseVol(SMA20>50,vol60d)",EW_Universe(passive),BM1_SMACross(20/50),"BM2_TopK_Mom(30d,K=10)","NEW1_TopKLongMomInvVol(L90,K8)","NEW2_RegimeMom(L60,K10,50/200)"
2023-01-12,901373.595954898,1130040.5990747355,786175.7080737945,836418.3634368146,825621.1299109532,756807.3519400953,782752.8718772876,841660.2919097492,878038.4363832205,782752.8718772876,733925.9162013079,951766.2187755348,1000000.0
2023-01-13,901373.595954898,1130040.5990747355,786175.7080737945,844882.2326418195,825621.1299109532,764465.6228727024,787901.5178112463,845740.2147160325,884291.3000216315,787901.5178112463,748591.7381514136,965455.7096331541,1000000.0
2023-01-17,901373.595954898,1130040.5990747355,786175.7080737945,852280.2812802682,825621.1299109532,771159.5189471295,785611.8045194905,844106.939685232,885736.2939059581,785611.8045194905,754085.394414056,958472.5106387307,1000000.0
2023-01-18,901373.595954898,1130040.5990747355,786175.7080737945,847703.5223768213,825621.1299109532,767018.3798502383,772001.3484208543,828122.571284722,872444.0397803166,772001.3484208543,734469.7722459993,943100.2221838835,1000000.0
2023-01-19,901773.5842379932,1130040.5990747355,786175.7080737945,848079.6943414882,825621.1299109532,767358.7474472431,767166.1122650072,821985.2291004636,863488.1818315773,767166.1122650072,729814.1205840603,933258.5170288866,1000000.0
2023-01-20,919106.4098387826,1130040.5990747355,786175.7080737945,864380.479477053,825621.1299109532,782108.0099841162,783352.6294460422,835549.4635674318,886817.6795839978,783352.6294460422,755537.1105713369,952272.3179044103,1000000.0
2023-01-23,940705.7771259202,1130040.5990747355,786175.7080737945,884693.7655690648,825621.1299109532,800487.8602223736,794915.0339442844,845336.6103295834,907681.7726603765,794915.0339442844,778140.7349637715,973031.6132529953,1033858.0429296393
2023-01-24,950172.1664925051,1130040.5990747355,786175.7080737945,884693.7655690648,833929.4142598552,808543.2266848196,793538.3323221973,844849.5353162122,905097.8763538994,793538.3323221973,772407.3391473398,973787.6452085678,1026984.0323565352
2023-01-25,945705.6306646095,1130040.5990747355,786175.7080737945,884693.7655690648,830009.3082642466,804742.4551849331,797063.504167867,847377.2414841303,905763.9493749886,797063.504167867,779490.0953619723,982665.8455564324,1044011.5976141179
2023-01-26,959705.2205729394,1130040.5990747355,786175.7080737945,884693.7655690648,842296.2076534677,816655.3210800999,810462.9219540908,858019.3604103446,920945.7422808835,810462.9219540908,795791.8052134311,996464.6512269924,1071121.0468084197
2023-01-27,972838.1692012297,1130040.5990747355,786175.7080737945,884693.7655690648,853822.4894614514,827830.723848423,811571.5220060407,856594.5709673803,923947.1091162817,811571.5220060407,809403.6296286734,995718.9051813039,1073879.9432085273
2023-01-30,953305.408043417,1130040.5990747355,786175.7080737945,884693.7655690648,836679.3393612523,811209.4395280236,795035.6167886711,843316.4547751803,907284.47769789,795035.6167886711,779661.2735469262,969790.5876398383,1032969.4911236569
2023-01-31,961905.1561299625,1130040.5990747355,786175.7080737945,884693.7655690648,844227.0061289166,818527.3428636261,806722.5491501094,854376.5594470203,921744.6981719055,806722.5491501094,790174.0702996246,984416.833018561,1048113.8803507682
2023-02-01,969504.9335087702,1130040.5990747355,786175.7080737945,884693.7655690648,850897.0372259226,824994.3272067166,827879.9825284167,871584.800987511,942887.4420964206,827879.9825284167,812663.1954723462,1008542.1261710699,1080410.2948409808
2023-02-02,1005437.2142734836,1130040.5990747355,786175.7080737945,884693.7655690648,882433.4123249236,855570.6830043113,848022.1991042908,886929.253496569,963013.6993117103,848022.1991042908,864031.3953745716,1028566.2539792925,1130634.0902145565
2023-02-03,1029969.8289699855,1130040.5990747355,786175.7080737945,884693.7655690648,903964.7407784159,876446.5622872702,829510.2513215314,869669.0469075053,944200.9330347038,829510.2513215314,838520.1038506313,1005874.3572250836,1097533.5510329413
2023-02-06,1011503.7032337599,1130040.5990747355,772080.5190034746,884693.7655690648,887757.735393586,860732.9248922169,820934.513155128,862054.11925947,935448.5981507427,820934.513155128,829056.1869043567,996360.9021927208,1085615.7770732744
2023-02-07,1030969.7996777234,1130040.5990747355,786938.9854602739,884693.7655690648,904842.3764490746,877297.4812797823,834062.8905018114,873785.9702983337,949246.8794253271,834062.8905018114,835637.3229919019,1003443.2407639639,1104072.4701361763
2023-02-08,1012770.3327968945,1130040.5990747355,773047.3370263485,884693.7655690648,888869.407243087,861810.7556160652,819723.8661246697,859313.4488150006,935856.989310764,819723.8661246697,819256.5267796823,991664.993461008,1079712.401540282
2023-02-09,1005770.5378427296,1130040.5990747355,767704.3953209927,884693.7655690648,882725.9575484764,855854.322668482,817003.8613530818,855325.7672226676,932500.7393450469,817003.8613530818,804401.0734617461,986280.3921473181,1058380.0214725966
2023-02-10,1006703.8438366181,1130040.5990747355,768416.7875483735,884693.7655690648,883545.0841744244,856648.5137281596,810075.4943201499,851462.4481592588,929439.7222742197,810075.4943201499,779210.6168058764,975747.5534854096,1035452.2730635379
2023-02-13,1025636.6225697881,1130040.5990747355,782868.1727323836,884693.7655690648,900161.6528722284,872759.2466530519,822108.5086745082,863671.7044330277,942390.4307752652,822108.5086745082,794917.200807109,996017.9610870299,1058511.4098430693
2023-02-14,1021303.4161695908,1130040.5990747355,779560.6373909728,884693.7655690648,896358.5649660408,869071.9310188337,835481.9988155088,874397.7481535488,952865.8510303631,835481.9988155088,821224.936802296,1009100.8778942911,1086689.4896774015
2023-02-15,1035503.0002194684,1130040.5990747355,790399.1762789806,884693.7655690648,908820.9914893939,881154.9807125028,849411.6731737927,885849.6382319323,966143.7426895363,849411.6731737927,863494.9418883079,1023564.4335447323,1111834.565007211
2023-02-16,1024703.3165758996,1130040.5990747355,782155.780505003,884693.7655690648,899342.5262462804,871965.0555933742,828312.2908127907,867487.6006509634,946504.5263858215,828312.2908127907,820614.1730595905,995470.1058363775,1071103.1178397057
2023-02-17,1016970.2097693936,1130040.5990747355,776253.1020495621,884693.7655690648,892555.4770598535,865384.6153846154,818900.379836349,859229.8061400115,939601.2557136893,818900.379836349,801385.9189925668,975119.4823562531,1051138.3011450956
2023-02-21,989837.6712327731,1130040.5990747355,755542.8422964207,884693.7655690648,868742.2958626484,842296.3467211254,797737.5691668262,839942.0966963803,917189.6862777374,797737.5691668262,766811.8660947597,944653.9953202825,1008211.9573125419
2023-02-22,992704.2539282884,1130040.5990747355,757730.9041376617,884693.7655690648,871258.1847852033,844735.647832993,801798.1732840425,843046.5824749764,918597.558304005,801798.1732840425,776658.1887322536,946446.5462159434,1013905.6500888964
2023-02-23,995970.8249068987,1130040.5990747355,760224.2769334945,884693.7655690648,874125.1279760216,847515.3165418654,808507.3933259188,849483.6435066222,924245.9009240905,808507.3933259188,783830.0495584095,968967.9676807998,1036354.6319100369
2023-02-24,978038.0168814666,1130040.5990747355,746536.1691359637,884693.7655690648,858386.1949488764,832255.502609485,795099.3377716844,836981.7010381164,910766.4024658203,795099.3377716844,765651.0338335155,953766.8745221389,1012325.3743982778
2023-02-27,986104.4472572184,1130040.5990747355,752693.2733868975,884693.7655690648,865465.7893588562,839119.5824824142,799593.1161395329,841644.0489498604,914451.3277954183,799593.1161395329,772093.6368669,966080.2683603091,1019461.3989843267
2023-02-28,982704.5468509098,1130040.5990747355,750098.1302728675,884693.7655690648,862481.8280786168,836226.4579078739,799895.8700331335,841248.6237115765,912744.3956441667,799895.8700331335,773676.1214439605,975217.8011288393,1023658.6071636521
2023-03-01,968704.95694258,1113942.0626249902,739412.2468621559,884693.7655690648,850194.9286893955,824313.592012707,796412.8352024166,838318.143291448,909049.7044096757,796412.8352024166,764509.1812173784,995651.4197949459,1011461.8210323772
2023-03-02,972704.8397735313,1118541.6444677745,742465.3564080735,884693.7655690648,853705.4713720302,827717.2679827547,806916.3157983884,849400.6666277554,920603.9988580327,806916.3157983884,768084.8891523422,1007725.6652332591,1018903.4624272371
2023-03-03,1006837.1732643166,1157791.4095262012,768518.5578665708,884693.7655690648,883662.1022638456,856761.969593828,819020.6316638327,861129.1448899457,933478.897049398,819020.6316638327,787788.030813989,1022165.9400346007,1041052.0944168579
2023-03-06,1025503.2931420899,1157791.4095262012,782766.4024141865,884693.7655690648,900044.6347828073,872645.7907873838,814866.6729264274,858505.41433018,929779.7414410757,814866.6729264274,780361.5987734341,1019458.6742671359,1031200.4795519818
2023-03-07,1025503.2931420899,1157791.4095262012,771419.0119351925,884693.7655690648,886997.1178123485,859995.4617653732,806207.5782902205,849663.7174594343,918839.226365324,806207.5782902205,772754.4868154599,1013849.9558709405,1026309.9015313213
2023-03-08,1025503.2931420899,1157791.4095262012,777881.4271407182,884693.7655690648,894427.7664905919,867199.9092353075,811369.2793664433,854854.4739545352,923557.2644554763,811369.2793664433,778121.5883118229,1021813.1157900356,1033660.6576849065
2023-03-09,1025503.2931420899,1157791.4095262012,766279.6108662311,884693.7655690648,881087.7042965803,854265.9405491264,791134.9479292467,836193.6321125994,904278.446809808,791134.9479292467,752230.8765970931,990851.8437615405,1000381.3667462161
2023-03-10,1025503.2931420899,1157791.4095262012,755644.612614618,884693.7655690648,868859.3139520696,842409.8025867938,773104.1301399776,820239.7174615951,887368.292012935,773104.1301399776,741896.9315050306,973506.746975552,972164.2046764487
2023-03-13,1025503.2931420899,1157791.4095262012,765668.9889570476,884693.7655690648,880385.5957600534,853585.2053551169,776164.1471800999,820970.7508219974,891928.9886674699,776164.1471800999,745792.9928353438,975536.7201500741,966757.9932649047
2023-03-14,1025503.2931420899,1157791.4095262012,776456.6426859567,884693.7655690648,892789.5132386957,865611.5271159519,793359.3444267868,837315.0887773362,907437.9593245178,793359.3444267868,770312.9934883582,1009986.7055510078,994449.6304316259
2023-03-15,1025503.2931420899,1157791.4095262012,778492.0490499018,884693.7655690648,895129.8750271188,867880.644429317,788138.1090845796,831085.5096010808,902906.1197832624,788138.1090845796,768720.6711164672,1004495.4193839036,983784.2551744843
2023-03-16,1025503.2931420899,1157791.4095262012,793045.2045521091,884693.7655690648,911863.4618143438,884104.8332198774,808003.4303818776,849235.0442218722,922245.268697552,808003.4303818776,795753.0911796079,1042167.3244099441,1022934.2736609171
2023-03-17,1019910.2370036826,1157791.4095262012,788719.9660287258,884693.7655690648,906890.1930139448,879282.9589289767,803135.7839205716,843085.9265288053,915356.6020648769,803135.7839205716,790714.0881900273,1031611.123786435,1024609.3134187069
2023-03-20,1035702.3955121267,1157791.4095262012,800932.4042123965,884693.7655690648,920932.3637444833,892897.6628091673,808654.3772274022,850769.8295436241,920855.8259388547,808654.3772274022,790603.7641846052,1018502.0969085313,1023862.0423706536
2023-03-21,1048072.9196770746,1157791.4095262012,810498.8141229384,884693.7655690648,931932.0641500718,903562.5141819832,820737.2196769569,859721.5444838756,932384.8704210704,820737.2196769569,799553.9578947044,1032940.6950823653,1057639.6521367938
2023-03-22,1038531.8239115564,1157791.4095262012,803120.4660536374,884693.7655690648,923448.2526670381,895336.9639210348,806697.7294342862,846491.8092239291,913692.2306628845,806697.7294342862,784829.3821081603,1017843.0970240117,1031440.2407707763
2023-03-23,1045769.8965612599,1157791.4095262012,808717.8335544865,884693.7655690648,929884.2475852016,901577.0365327888,817280.9055040807,855694.3599235332,924731.0285439166,817280.9055040807,798007.1980328409,1042912.846313885,1053902.3541818447
2023-03-24,1054455.583740904,1157791.4095262012,815434.6745555053,884693.7655690648,937607.4414869978,909065.1236668936,814661.1497414641,856617.7584946551,925125.8230567626,814661.1497414641,788978.2960219968,1022191.9717565151,1033683.8376195664
2023-03-27,1041492.8536318896,1157791.4095262012,805410.2982130756,884693.7655690648,926081.159679014,897889.7208985705,813988.8986547134,856331.7019852166,924388.738717474,813988.8986547134,782729.1447685263,1012798.6030154728,1026434.614636184
2023-03-28,1037347.412023423,1157791.4095262012,802204.5331898622,884693.7655690648,922395.0898622477,894315.8611300205,811046.0529568684,854994.1132229896,922006.5638752632,811046.0529568684,773839.7505463217,1014716.771276465,1022623.1077300146
2023-03-29,1057877.2180844003,1157791.4095262012,818080.702828634,884693.7655690648,940649.9118119478,912014.9761742683,824519.9404110203,867253.7145790653,941016.4680390604,824519.9404110203,784670.296087089,1034320.2306185155,1055928.6534821815
2023-03-30,1068339.5230962445,1157791.4095262012,826171.4431253157,884693.7655690648,949952.8499209295,921034.7174948945,832128.9260616117,874288.3717380415,948439.9789339743,832128.9260616117,796629.9078285797,1046509.2283569151,1069411.691953389
2023-03-31,1085052.8908510145,1157791.4095262012,839096.2735363671,884693.7655690648,964814.1472774161,935443.6124347629,847161.4477374473,888221.940847291,964510.3606283497,847161.4477374473,813514.63062718,1070349.2141369449,1096866.6859022605
2023-04-03,1093409.5747283995,1157791.4095262012,845558.6887418927,884693.7655690648,972244.7959556592,942648.059904697,846215.6310919053,888220.7707524307,961633.2555036889,846215.6310919053,812909.1055762854,1064996.2352015967,1085382.0624240267
2023-04-04,1089856.3390639997,1157791.4095262012,842810.8901505668,884693.7655690648,969085.3075412882,939584.7515316542,841737.8729529904,883251.6603333516,955055.0111227158,841737.8729529904,809685.6132625021,1062854.0333487669,1083938.5303917876
2023-04-05,1077551.6155595037,1157791.4095262012,833295.3653991234,884693.7655690648,958144.1161804103,928976.6280916722,830927.5791851166,874802.8215655831,944341.9225178157,830927.5791851166,784143.2041169812,1036769.9640452913,1051321.2936283415
2023-04-06,1083473.6750001702,1157791.4095262012,837875.029718,884693.7655690648,963409.9302043623,934082.1420467438,831419.7980636426,874626.353544996,945024.9240318319,831419.7980636426,793435.5051490068,1038211.4760322842,1050861.047684497
2023-04-10,1066168.1013013334,1157791.4095262012,824492.232875061,884693.7655690648,948022.0514454804,919162.6957113683,835175.8083184523,877270.6643760933,952352.7667419013,835175.8083184523,793019.5493439309,1050079.8437556333,1067967.192950786
2023-04-11,1058074.620065756,1157791.4095262012,818233.3583059298,884693.7655690648,940825.4389460796,912185.1599727706,835385.2910171283,876738.6124524522,953521.6396838968,835385.2910171283,791034.1959182683,1048291.0011495237,1077554.8216679196
2023-04-12,1053468.5738341263,1157791.4095262012,814671.3971690258,884693.7655690648,936729.8058163391,908214.2046743816,830911.0133102478,873647.1634904793,945740.162380178,830911.0133102478,780606.2805926581,1019404.3288850131,1072756.8881123676
2023-04-13,1089395.7344408368,1157791.4095262012,842454.6940368764,884693.7655690648,968675.7442283141,939187.6560018153,842307.0083151407,884030.9026808853,958424.5633358278,842307.0083151407,795778.8990979326,1035394.366300382,1092643.8172670892
2023-04-14,1087092.711325022,1157791.4095262012,840673.7134684245,884693.7655690648,966627.927663444,937202.1783526209,840796.4612137836,881483.1962457143,955466.2837119269,840796.4612137836,795453.6476701169,1035349.2393322911,1091334.0914808263
2023-04-17,1087224.3126459257,1157791.4095262012,840775.4837866217,884693.7655690648,966744.945752865,937315.634218289,840767.6794246074,882907.4981939872,958908.3025330482,840767.6794246074,784721.6122596652,1034293.6540410874,1084477.7741965472
2023-04-18,1095383.594541955,1157791.4095262012,847085.2435148516,884693.7655690648,974000.0672969767,944349.8978897209,842688.7677136522,884234.3008833586,959970.571262726,842688.7677136522,789552.7031408431,1039049.8528299303,1090435.883961875
2023-04-19,1103016.4711543696,1157791.4095262012,852987.9219702923,884693.7655690648,980787.1164834036,950930.3380984797,840838.3608640766,883016.7620045332,957153.9959983366,840838.3608640766,792020.5454633011,1032921.4338840534,1081018.9768669372
2023-04-20,1096568.0064300885,1157791.4095262012,848001.1763786268,884693.7655690648,975053.2301017671,945371.0006807352,839094.621501646,883111.4813006897,951225.4775897599,839094.621501646,779520.5441367112,1016985.6945717592,1051585.9816656047
2023-04-21,1085842.4987764368,1157791.4095262012,839706.8954455506,884693.7655690648,965516.2558139431,936124.3476287725,841487.6223039536,885632.787034497,952971.4595579123,841487.6223039536,778365.0102610516,1016631.7886231211,1052402.0069319606
2023-04-24,1087882.3192504442,1157791.4095262012,841284.3353776081,884693.7655690648,967330.036199971,937882.9135466304,839952.6968102787,885733.9079864617,951772.5444896655,839952.6968102787,773031.4649522032,1011043.2707476915,1047365.5066892243
2023-04-25,1077617.4162199555,1157791.4095262012,833346.2505582222,884693.7655690648,958202.6252251209,929033.3560245065,824518.5096580709,873546.1985494544,931225.6883924443,824518.5096580709,754619.3748979967,986854.4269223767,1008491.5296763093
2023-04-26,1077551.6155595037,1157791.4095262012,833295.3653991234,884693.7655690648,958144.1161804103,928976.6280916722,822239.3191103402,868924.3082849353,929592.8939664956,822239.3191103402,756586.8804158352,986279.8931678184,1015081.8694387344
2023-04-27,1108148.922669614,1157791.4095262012,856956.9643799852,884693.7655690648,985350.8219708286,955355.1168595416,837588.1361358477,882619.7511770865,946017.5091587708,837588.1361358477,774027.3084240366,1015028.55199878,1048967.1671437924
2023-04-28,1116505.6065469992,1157791.4095262012,863419.379585511,884693.7655690648,992781.470649072,962559.5643294759,843277.0051133158,887600.7040620991,954993.1249972502,843277.0051133158,783269.0265413233,1036433.2242959859,1053991.469794163
2023-05-01,1115913.4006029326,1157791.4095262012,862961.4131536233,884693.7655690648,992254.8892466767,962049.0129339687,843357.9344320992,889078.5299223838,955234.0549966057,843357.9344320992,777340.5223655301,1037995.4838856958,1051689.0668577664
2023-05-02,1109004.331255488,1157791.4095262012,857618.4714482673,884693.7655690648,986111.439552066,956092.5799863852,835361.1324935666,881713.2129562199,944395.9164391262,835361.1324935666,770167.1814107151,1025537.9997507251,1039757.66882138
2023-05-03,1101832.0592662364,1157791.4095262012,852071.9891065169,884693.7655690648,979733.9536786132,949909.2353074653,829941.695136318,876512.4047377845,939563.5905511174,829941.695136318,760217.1038884058,1004847.3407320859,1029337.6374595892
2023-05-04,1090909.1496312292,1157791.4095262012,843625.0526961448,884693.7655690648,970021.4522566574,940492.3984570001,830333.9403515205,875181.3843914586,939647.4267500478,830333.9403515205,760901.1824456194,986097.6857556253,1027664.2272096423
2023-05-05,1142102.063462769,1157791.4095262012,883213.706474877,884693.7655690648,1015541.4890414864,984626.7302019513,844311.5913169236,888150.8844489605,954094.2374775236,844311.5913169236,773457.5698143216,1017031.4465106771,1040636.7773868766
2023-05-08,1141641.458839606,1157791.4095262012,882857.5103611867,884693.7655690648,1015131.9257285123,984229.6346721125,845973.1319234775,889173.8428751422,958993.6509750875,845973.1319234775,767944.3232168418,1037465.665536339,1049307.0830561044
2023-05-09,1130257.944581436,1157791.4095262012,874054.3778371242,884693.7655690648,1005009.8609935826,974415.7022918086,843633.9019702745,887205.7781999472,956312.1777228505,843633.9019702745,770401.5817623471,1028371.2012331855,1052975.8833015098
2023-05-10,1142003.3624720913,1157791.4095262012,883137.3787362291,884693.7655690648,1015453.7254744206,984541.6383027002,849089.9012176715,891387.4704876213,961763.470791948,849089.9012176715,782918.3160257477,1026249.1256088184,1050483.6750175655
2023-05-11,1143286.4753509022,1157791.4095262012,884129.6393386524,884693.7655690648,1016594.6518462768,985647.8329929658,851056.9587032297,892695.518623654,960745.4137168252,851056.9587032297,793817.2876311587,1051483.6351013212,1042841.9746704953
2023-05-12,1135521.9974175838,1157791.4095262012,878125.1905650143,884693.7655690648,1009690.5845704287,978953.9369185386,848268.7241721766,891843.2065753399,958412.2417064679,848268.7241721766,788513.7239907685,1030446.1939982708,1037083.3210613645
2023-05-15,1132231.9643949913,1157791.4095262012,875580.9326100829,884693.7655690648,1006765.1323348999,976117.5402768323,852221.7044604912,893011.8620308341,969337.0115419863,852221.7044604912,792494.2026542703,1050125.7059703558,1046715.4963479202
2023-05-16,1132231.9643949913,1157791.4095262012,875580.9326100829,884693.7655690648,1006765.1323348999,976117.5402768323,846177.7513069968,886997.441482547,960783.7558510419,846177.7513069968,791957.055684192,1051054.245264144,1056172.4847118002
2023-05-17,1136311.605343006,1157791.4095262012,878735.8124741978,884693.7655690648,1010392.6931069556,979634.6721125481,855412.6952417125,892573.6060029815,973393.3446798829,855412.6952417125,810722.6313728932,1091184.7435061836,1075900.519446451
2023-05-18,1151840.5612096428,1157791.4095262012,890744.7100214739,884693.7655690648,1024200.8276586519,993022.4642614024,871869.1391589011,906737.4714236532,992064.1960959857,871869.1391589011,838948.4607337906,1131239.1461608906,1098036.7302022509
2023-05-19,1152564.3684746132,1157791.4095262012,891304.4467715588,884693.7655690648,1024844.4271504681,993646.4715225777,870034.6246349335,905456.0591911118,989882.7322295371,870034.6246349335,835195.7250459602,1120448.737779974,1092659.6448807719
2023-05-22,1146247.5050712354,1157791.4095262012,886419.4714980905,884693.7655690648,1019227.5588582527,988200.5899705014,870287.7291695484,902885.1243091448,994457.934873476,870287.7291695484,839115.4600046301,1138544.7781620657,1102714.4830707044
2023-05-23,1128876.130711947,1157791.4095262012,872985.7894960529,884693.7655690648,1003781.1710546605,973224.4157022918,857848.9392274806,890279.2394907986,980400.3756294596,857848.9392274806,821355.4254625089,1127136.9055388935,1089230.676661842
2023-05-24,1130718.5492045989,1157791.4095262012,874410.5739508145,884693.7655690648,1005419.4243065566,974812.7978216474,852930.0741311542,885233.6895242097,973973.0938567256,852930.0741311542,818812.5442070591,1128202.422043536,1082889.0736063155
2023-05-25,1138285.6251565616,1157791.4095262012,880262.3672471567,884693.7655690648,1012147.964448273,981336.5100975721,865351.9634624243,895202.112148632,983628.8436181362,865351.9634624243,831836.7269836743,1199431.5121804823,1130470.8131175858
2023-05-26,1154340.986306813,1157791.4095262012,892678.3460672218,884693.7655690648,1026424.1713576538,995178.1257090991,885760.4806886003,910218.6910900209,1008121.6560184823,885760.4806886003,889470.4106956349,1236612.771697183,1159570.2087272054
2023-05-30,1166645.7098113094,1157791.4095262012,902193.8708186651,884693.7655690648,1037365.3627185317,1005786.249149081,885580.8437235134,907701.0015407561,1007563.90316622,885580.8437235134,896513.1972211566,1249167.2548788234,1161227.1073795068
2023-05-31,1166316.70650905,1157791.4095262012,901939.445023172,884693.7655690648,1037072.8174949788,1005502.6094849104,881176.0045845722,905633.3540773338,1004904.7657270074,881176.0045845722,879539.8603172203,1233684.3790471703,1141710.99885496
2023-06-01,1185004.0940773755,1157791.4095262012,916390.8302071822,884693.7655690648,1053689.3861927828,1021613.3424098026,888919.3583496532,912649.2766405162,1013127.5330606995,888919.3583496532,888185.886268344,1251237.5465781223,1159340.4615443368
2023-06-02,1190662.9508762346,1157791.4095262012,920766.953889664,884693.7655690648,1058721.1640378921,1026491.9446335374,895693.1449110485,920530.6181373502,1022983.5238424166,895693.1449110485,893000.9424538299,1246164.9838766542,1157492.6841704205
2023-06-05,1181648.260394331,1157791.4095262012,913795.6870931522,884693.7655690648,1050705.4249125433,1018720.2178352621,900222.2487094115,923984.7478988863,1023248.985736874,900222.2487094115,901811.9334700144,1270173.068712638,1170225.5419052853
2023-06-06,1179213.6359576127,1157791.4095262012,911912.936206503,884693.7655690648,1048540.5902582519,1016621.2843203994,900133.9404514661,921778.3526591595,1026041.9342013323,900133.9404514661,904782.0372170587,1266155.3741786284,1177813.9320429957
2023-06-07,1170067.3441548054,1157791.4095262012,904839.8990917937,884693.7655690648,1040407.8330434816,1008736.1016564555,883480.0851528592,908149.3148885204,1015174.6413994873,883480.0851528592,867177.2866940639,1224170.7577000835,1123969.2131506996
2023-06-08,1188162.5257790643,1157791.4095262012,918833.3178439162,884693.7655690648,1056497.8203388904,1024336.2831858407,894209.5929403786,918334.7556992192,1024728.0182961476,894209.5929403786,889348.9696137239,1251713.4240685788,1146510.343222486
2023-06-09,1190728.7515366864,1157791.4095262012,920817.8390487628,884693.7655690648,1058779.673082603,1026548.6725663717,895874.531785857,918763.1199036536,1024730.2249606573,895874.531785857,895865.5220897493,1252748.8433776714,1159346.5156433897
2023-06-12,1209350.33844456,1157791.4095262012,935218.3390736743,884693.7655690648,1075337.7327356962,1042602.6775584297,912642.5109523481,933210.7607187439,1040592.6250704733,912642.5109523481,924229.8518488884,1278988.6133657156,1192524.69920907
2023-06-13,1206191.9067428713,1157791.4095262012,932775.8514369403,884693.7655690648,1072529.2985895886,1039879.7367823918,920685.6235602275,940399.6482452835,1049252.2592488015,920685.6235602275,930800.5363913542,1290655.7618302908,1208612.1357921928
2023-06-14,1210403.1490117896,1157791.4095262012,936032.5016192523,884693.7655690648,1076273.8774510655,1043510.3244837758,924092.7315320453,943237.4921015749,1052450.4748982743,924092.7315320453,938591.6637141217,1313004.794139122,1216915.4110979906
2023-06-15,1223958.085064871,1157791.4095262012,946514.8443935696,884693.7655690648,1088326.7406614441,1055196.278647606,933212.930039966,953129.0732373828,1063996.7489270638,933212.930039966,941215.5171810363,1334337.380871257,1231263.3464169342
2023-06-16,1216785.8130756193,1157791.4095262012,940968.3620518192,884693.7655690648,1081949.2547879913,1049012.933968686,927136.7266881338,947857.4447396944,1059288.2496465442,927136.7266881338,929069.3322847142,1324249.9944096014,1216181.9707950528
2023-06-20,1217378.019019686,1157791.4095262012,941426.3284837068,884693.7655690648,1082475.8361903864,1049523.4853641933,919830.8330326374,941035.3337635732,1052277.5811893179,919830.8330326374,923866.570608702,1315350.3627014693,1211312.320945924
2023-06-21,1210468.9496722417,1157791.4095262012,936083.386778351,884693.7655690648,1076332.386495776,1043567.0524166101,907765.2582379691,932353.7022174998,1043735.9272432931,907765.2582379691,892968.9906885041,1277314.107360785,1173801.9502015312
2023-06-22,1230472.3504496042,1157791.4095262012,951552.4751443338,884693.7655690648,1094119.1360877915,1060812.3439981847,911899.8564748272,936991.6312986149,1047628.2935250371,911899.8564748272,892707.9515579855,1283014.3796010837,1176533.778641759
2023-06-23,1228366.729315145,1157791.4095262012,949924.1500531777,884693.7655690648,1092246.846657053,1058997.0501474927,902038.8835855417,928154.0156606027,1036033.1326643997,902038.8835855417,877893.4555196831,1271600.1403558461,1165422.274294455
2023-06-26,1219088.8361914342,1157791.4095262012,942749.3426202713,884693.7655690648,1083997.0713528616,1050998.4116178807,900203.270793376,927157.4822954697,1033663.9195166051,900203.270793376,864922.581445124,1258448.9403589033,1141486.6095968585
2023-06-27,1237447.2204575003,1157791.4095262012,956946.3020087882,884693.7655690648,1100321.0948271125,1066825.5048786022,920131.8201708581,944741.5554650563,1052606.3439224095,920131.8201708581,893801.2314527249,1290696.224171284,1180362.8610805718
2023-06-28,1245277.4990512705,1157791.4095262012,963001.6359415249,884693.7655690648,1107283.6711476713,1073576.1288858633,921120.3124837475,945255.5590717248,1053015.2870265425,921120.3124837475,894209.5295347067,1291271.0784486854,1185175.6593275534
2023-06-29,1247514.7215066336,1157791.4095262012,964731.7313508783,884693.7655690648,1109272.9786678308,1075504.8786022237,921850.7236389774,947107.6606767933,1053670.173909077,921850.7236389774,895204.1358488223,1292759.6228024168,1179567.4368001022
2023-06-30,1276335.410784544,1157791.4095262012,987019.4310360771,884693.7655690648,1134899.9402510636,1100351.7131835716,932685.6388744363,957766.2011920707,1066055.3743855124,932685.6388744363,906974.43342649,1311836.8755422705,1198460.9955953308
2023-07-03,1266399.5110563147,1157791.4095262012,979335.7720121844,884693.7655690648,1126065.0744997666,1091785.7953256185,936091.5808784093,958363.2922882572,1069825.5593310692,936091.5808784093,917672.8182243641,1318134.5472165025,1211683.8829616348
2023-07-05,1258964.0364252555,1157791.4095262012,973585.7490340396,884693.7655690648,1119453.5524474713,1085375.538915362,931482.2029711952,953851.1556858369,1066926.040065494,931482.2029711952,913891.657425215,1319905.1769300492,1214974.404508238
2023-07-06,1262122.4681269443,1157791.4095262012,976028.2366707736,884693.7655690648,1122261.986593579,1088098.4796914,920709.6284693765,945166.5546610549,1054465.0570213352,920709.6284693765,898226.305451308,1296834.2829980263,1187098.6120595946
